open,high,low,close
21287.84,21397.75,21281.1,21375.33
21375.33,21487.99,21354.58,21447.62
21446.86,21550,21433.4,21528.47
21528.47,21646,21478.73,21579.1
21579.1,21598.95,21461.29,21517.52
21516.69,21529.1,21361.64,21423.53
21423.53,21529.99,21420.36,21475.66
21476.66,21796.18,21451.11,21606.07
21606.07,21747.9,21580,21624.2
21624.2,21810.8,21590.25,21758
21757.98,21777.73,21700,21716.14
21716.26,21792.63,21641.02,21648.34
21647.21,21682.6,21583.71,21629.2
21628.23,21640.95,21537.58,21548.91
21548.91,21630.76,21530.11,21559.57
21559.57,21671.32,21551.87,21610.85
21610.15,21625.64,21561.49,21578.63
21578.63,21579.17,21450.01,21507.1
21505.86,21565,21504.44,21531.13
21529.96,21565.11,21505.05,21542.42
21542.42,21643.61,21542.42,21608.47
21609.71,21626.31,21537.18,21556.42
21555.12,21609.27,21524.2,21577.41
21577.41,21617.53,21554,21590.3
21590.3,21634.4,21511.25,21515.64
21515.64,21516.64,21350,21442.22
21442.22,21579.55,21428.56,21566.55
21567.6,21620.95,21562.47,21611.49
21610.82,21726.6,21557.38,21640.54
21640.54,21709.02,21610.01,21670.68
21670.68,21698.35,21597.52,21607.13
21606.13,21665.4,21584.22,21604
21604.14,21645.76,21600.01,21616.76
21617.22,21676.52,21571.43,21593.97
21594.82,21698.36,21593.2,21658.45
21658.49,21679.6,21601.81,21613.03
21613.03,21640.5,21500,21593.4
21593.27,21653.15,21592.48,21615.47
21616.74,21627.32,21550,21564.58
21564.69,21578.01,21506.3,21542.93
21542.93,21568.18,21455,21487.38
21487.38,21529,21480.69,21511.69
21511.69,21619,21496.37,21615.38
21615.38,21753.75,21610.37,21643.16
21642.07,21723.63,21591.79,21638.75
21638.75,21715.84,21633.52,21679.07
21679.07,21748.83,21619,21732.99
21732.29,21860,21600,21628.35
21628.35,21682.52,21549.33,21650.06
21649.15,21650.2,21530,21548.83
21549.78,21615,21540.35,21589.11
21589.86,21629.55,21568.12,21617.99
21617.99,21680.7,21533.01,21612.1
21612.1,21643,21456.67,21635.72
21634.98,21736.49,21611.22,21667.08
21667.08,21683.16,21463,21511.51
21511.51,21671.65,21509.97,21608.35
21608.77,21684.36,21606.42,21635.88
21635.88,21678.53,21576.65,21644.96
21644.96,21850,21642.01,21826.87
21826.87,21855.51,21725,21749.92
21750.69,21786.49,21632.89,21637.99
21638.38,21955,21569.1,21933.55
21935.91,22374,21781.22,22044.29
22044.75,22101.47,21717,21815.17
21815.58,21867.2,21659.26,21768.53
21769.77,21833.61,21642.74,21701.5
21702.44,21713.37,21538.51,21656.87
21656.43,21726.98,21627.34,21722
21721.19,21749,21680.5,21715.19
21714.49,21759,21671.23,21749.72
21748.76,21793.13,21732.35,21785.59
21785.59,21796,21699.2,21741.26
21741.26,21847.82,21720.14,21818.89
21817.99,22050,21802,22002.07
22002.07,22232.09,22002.07,22193.64
22195.78,22279.5,22111.52,22172.46
22172.19,22328.9,22159.32,22228.44
22227.66,22258.91,22176.65,22188.64
22188.64,22221.51,22122.3,22167.34
22167.34,22169.21,21970.43,22097.85
22097.83,22222.08,22088.48,22154.46
22154.46,22272.03,22102.61,22237.42
22237.42,22472.68,22220.78,22312.75
22313.57,22359.5,22202.21,22287.1
22287.1,22424.69,22280.87,22355.25
22355.25,22378.64,22280.08,22341.62
22343.09,22467.35,22277.24,22394.96
22394.96,22488,22328.96,22392.19
22392.19,22408.72,22293.88,22316.39
22316.4,22340.46,22226.66,22324.26
22325.44,22347,22000,22114.5
22112.59,22218.83,22010.96,22211.22
22211.22,22273.59,22165,22217.41
22218.23,22321.5,22137.43,22305.28
22304.15,22385.7,22212.46,22355.8
22355.8,22387.76,22270,22295.4
22293.91,22415,22275.75,22398.91
22397.23,22454,22356.77,22395.97
22395.07,22445,22380,22426.08
22428.25,22480.71,22363.11,22388.84
22387.8,22449,22377.62,22402.97
22402.97,22404.59,22252.37,22285.34
22285.34,22429,22283.24,22337.28
22337.28,22405.29,22283.93,22307.36
22309.23,22385.62,22259.44,22323.5
22323.5,22397.72,22311.13,22340.87
22342.17,22404,22312.73,22395.74
22395.44,22445.86,22122.53,22147.25
22148.41,22279.93,22106.66,22213.49
22213.49,22289.89,22184.87,22240.87
22240.87,22264.89,22151.63,22237.35
22236.79,22238.61,22054.07,22176.62
22175.35,22280,22149.94,22255.89
22255.86,22284.8,22175.96,22196.65
22196.65,22234.44,22156.98,22231.58
22232.72,22367.82,22178.57,22347.98
22348.01,22365.37,22261.05,22285.56
22285,22374.18,22264.97,22311.24
22310.42,22434.77,22293.59,22385.33
22384.52,22464.55,22374.1,22414.98
22414.98,22627,22247.51,22317.85
22318.06,22441.06,22290.99,22344.48
22344.48,22380.5,22257.58,22273.09
22271.59,22310,22239.13,22300.09
22300.09,22308.92,22182.09,22230.41
22230.48,22365,22227.05,22351.81
22351.81,22433.92,22345.39,22381.47
22382.38,22482.75,22347.82,22477.74
22477.73,22596,22442.08,22531.18
22531.96,22713.92,22513.33,22649.29
22649.96,22663.45,22482,22522.74
22522.74,22790.73,22495,22713.69
22713.69,22799,21342,21398.32
21398.32,21520,21258.36,21335.26
21335.26,21502.09,21171.22,21193.61
21196.25,21263.27,21056.34,21200.22
21200.22,21213.82,20850.76,21010.72
21009.74,21069.3,20830.92,20920.01
20918.33,20992.47,20751,20829.77
20829.77,20905.9,20701.99,20738.29
20738.29,20843.68,20678.07,20766.79
20766.79,20927.73,20727.1,20902.52
20902.52,20914.04,20723.37,20764.12
20763.31,20790.41,20651,20711.71
20711.71,20716.44,20230.78,20246.35
20248.52,20344.15,20030,20206.7
20205.01,20346,20164.79,20283.58
20284.89,20324.72,20241.62,20277.9
20276.9,20421.15,20224.1,20233.14
20233.14,20281,20111.63,20141.36
20141.36,20164.75,19860,20131.58
20131.58,20181.56,20068.85,20147.29
20148.4,20265,20125.9,20224.16
20224.16,20245,20098.87,20166.24
20167.19,20196.49,20125,20173.57
20173.62,20220.38,20042.15,20197.24
20197.24,20209,20126.28,20198.49
20198.49,20310,20182.36,20306.5
20305.84,20318.51,20240.66,20301.29
20301.29,20541.48,20287.65,20402.38
20402.38,20473.74,20368.97,20444.29
20444.29,20465,20321.98,20346.82
20346.82,20401.8,20300.11,20323.04
20323.04,20362.05,20282.09,20300.94
20300.94,20405.77,20299.15,20390.1
20390.1,20392.3,20333.79,20352.26
20353.54,20388.02,20297.57,20315.56
20314.81,20329.68,20244.74,20305.99
20305.69,20323.62,20218.15,20239.64
20239.64,20329.53,20236.02,20241.37
20241.37,20270.14,20130.98,20243.89
20243.22,20275,20190.24,20220.9
20220.27,20419.83,20220.27,20384.88
20383.97,20386.08,20329.08,20380.53
20380.53,20405,20311.93,20347.79
20347.79,20388.15,20328.4,20332.68
20331.77,20374.14,20310.06,20340.78
20340,20362.08,20283.39,20298.35
20298.35,20319.9,20091.19,20225.35
20224.74,20248.93,20070,20213.81
20213.81,20347.91,20126.01,20309.11
20309.08,20389.99,20271.64,20338.89
20337.37,20355,20182.44,20310.64
20310.64,20316.76,20116.24,20119.73
20121.71,20300.96,20104.02,20293.6
20292.56,20332.09,20216.12,20225.41
20225.41,20269.99,20150,20178.79
20178.16,20217.82,20108.58,20118.55
20117.49,20219.41,20114.24,20142.01
20142.01,20238.71,20112.93,20227.95
20227.06,20233.75,20093.23,20105.17
20104.16,20132.93,19617.62,19937.63
19937.63,20025.54,19745.23,19777.83
19777.83,19887.6,19712.84,19859.32
19859.32,20002.59,19801.69,19952.11
19951.83,19990.86,19892.85,19937.75
19937.12,19985.17,19910,19946.22
19945.04,19986.61,19851.21,19959.84
19959.37,20229.15,19957.62,20201.81
20202.83,20267.57,20133.46,20197.79
20196.01,20393.37,20190,20296.11
20296.22,20313.15,20228.52,20240.3
20239.47,20276.25,20188.36,20226.71
20227.17,20270.61,20188.01,20258.72
20258.72,20261.71,20140.5,20157.77
20158.42,20160,19955.5,20120.15
20119.05,20199,20086.29,20194.61
20194.61,20197.23,20015.81,20059.94
20059.94,20109.74,20034.57,20098.45
20098.45,20107.99,19920,20039.19
20039.19,20057.46,19979.56,20023.59
20023.59,20092.66,19984.38,20034.35
20034.35,20060.1,19955.43,20025.33
20025.91,20110.44,20002,20105.04
20103.61,20195,20073.4,20145.89
20145.82,20156.44,19980,20089.46
20089.46,20313.59,19996.96,20100.14
20098.77,20330.24,20063.2,20220.15
20220.15,20230,20120.43,20204.23
20204.23,20225,20025,20033.96
20033.96,20171.83,20029.12,20149.31
20149.31,20164.03,20052.6,20064.84
20064.84,20199.75,20059.29,20132.4
20133.01,20209.97,20102.8,20191.25
20191.91,20197.29,20103.4,20155.71
20154.89,20200,20085.97,20186.59
20186.59,20197.22,20137,20148.35
20149.59,20173.13,20060,20084.01
20082.79,20194.12,20070,20126.84
20125.65,20141.19,19990.66,20028.44
20026.74,20148.86,19985.3,20119.47
20119.47,20175.4,20021.47,20040.99
20040.99,20081.51,19643.01,19703.51
19706.02,19789.71,19497,19751.31
19752.09,19848,19692.56,19737.36
19737.36,19830,19644.1,19787.21
19786,19873.79,19780.55,19864.16
19864.74,19947.56,19852.58,19883.85
19885.41,19889.64,19790.03,19829.86
19829.86,19853,19744.69,19850.06
19850.06,19880,19726.53,19762.28
19762.28,19778.17,19670,19710.41
19710.41,19844,19701.74,19782.36
19780.71,19850,19780.69,19824.76
19824.76,19855.42,19755.8,19850.32
19849.1,19894.99,19817.91,19890.63
19890.63,19894.98,19784.27,19828.85
19829.55,19830.68,19738.6,19786.45
19786.45,19809.76,19578,19729.11
19729.11,19758.95,19634.7,19709.07
19710.32,19735.3,19645.1,19701.88
19701.88,19760.35,19582.05,19756.8
19755.87,19788.74,19675.46,19786.41
19787.46,19814.99,19756.54,19791.68
19792.68,19803.99,19705.71,19729.12
19730.1,19757.06,19701.67,19736.64
19735.65,19769.19,19675.79,19749.5
19749.49,19754.91,19690,19727.34
19727.34,19779.99,19706,19744.77
19744.77,19844.89,19740.18,19799.99
19800.55,19859.99,19792.57,19824.95
19824.95,19842.1,19779.01,19795.48
19795.13,19798.6,19741.02,19752.75
19752.75,19806.48,19730.01,19775.63
19776.36,19806.89,19748,19764.18
19764.18,19799.27,19746.05,19765.92
19765.12,19780.82,19728,19739.1
19739.1,19759.27,19654.65,19687.7
19687.06,19719.74,19610.13,19684.61
19684.61,19769.81,19681.38,19739
19740.15,19790.99,19724.44,19757.54
19757.54,19801.51,19740.3,19787.42
19787.42,19844.41,19776.34,19795.79
19795.01,19820,19774.55,19795.21
19795.21,19890,19777.7,19867.82
19868.75,19875.61,19792.32,19798.2
19798.2,19810,19674.69,19689.85
19689.39,19775.31,19683.01,19766.35
19766.35,19776.62,19442.76,19526.78
19527.24,19756.39,19497.64,19634.08
19634.08,19800,19629.33,19661.82
19661.82,19745.03,19632.05,19716.19
19717.22,19742.52,19571,19661.24
19661.24,19661.89,19460.31,19525.65
19526.91,19597.34,19483.82,19535.54
19535.54,19556.44,19320.01,19367.03
19367.03,19494.02,19356.47,19441.99
19441,19543.89,19378.68,19523.79
19525.71,19582.26,19502.22,19557.54
19557.54,19632.59,19550,19584.29
19584.29,19650,19560.17,19618.91
19617.34,19688.93,19612.42,19668.18
19667.44,19758.05,19652.74,19756.29
19756.29,19769,19712.01,19757.76
19756.5,19819.22,19716.7,19746.03
19746.03,19766.76,19698.01,19754.03
19752.96,19775.58,19716.98,19728.84
19729.88,19744.41,19711.44,19724.13
19724.12,19808.2,19693.05,19803.3
19803.3,19940,19770,19921.54
19921.54,20071.09,19908.02,19948.03
19949.72,20059,19945.52,19980.73
19980.73,20047.43,19970.22,20000.39
20001.05,20016.16,19869.4,19896.66
19896.66,19917.77,19866.29,19909.33
19910.07,19926.01,19878.09,19901.35
19901.35,19910,19875.27,19884.93
19884.5,19988.89,19876.42,19969.54
19969.54,19975,19927.07,19936.55
19935.29,19937.52,19819,19852.87
19853.51,19878.06,19827.41,19860.26
19860.26,19879,19842.04,19850.78
19851.88,19861.15,19785.49,19839.7
19840.72,19863.45,19819.04,19824.58
19825.33,19856.4,19795.55,19842.09
19842.22,19887.9,19841.64,19877.24
19876.34,19894.7,19862,19877.69
19877.69,19916.61,19866.7,19888.61
19888.61,19889.96,19860.57,19876.42
19875.59,19902.86,19850.02,19853.83
19852.94,19873.49,19811.58,19863.67
19864.44,19873.17,19832.32,19862.45
19861.64,19868.44,19806.64,19810.22
19810.22,19840,19748.08,19832.67
19832.08,19876.69,19817.99,19858.42
19858.42,19879.5,19844.06,19870.31
19871.24,19907.99,19864.08,19899.3
19899.3,19957.46,19893.4,19944.57
19944.57,19952.8,19872.33,19922.89
19922.89,19928,19879.17,19923.79
19923.79,20037.99,19917.08,19963.34
19963.34,20189,19935.08,20036.27
20036.26,20157.47,20025.65,20126.95
20126.95,20182.73,20068.59,20076.33
20076.33,20106.2,20040.15,20079.74
20080.78,20099.51,20021.52,20066.97
20067.9,20101.94,20050,20068.08
20068.07,20077.37,19979.43,20016.86
20016.86,20024.89,19993,20009.21
20009.27,20018.89,19982.9,20012.34
20012.34,20088.71,20009.11,20077.99
20077.99,20092.64,19940,19946.23
19945.07,20064.52,19942.03,20034.83
20034.83,20125,20022.2,20089.79
20089.79,20139.33,20085.12,20126.21
20126.21,20145.76,20091.2,20117.77
20117.4,20144.77,20097.89,20113.62
20112.61,20117.26,19949.95,20003.51
20004.43,20045.22,19973.33,19982.96
19984.06,20050,19971.75,20031.88
20032.71,20055.87,19973,19996.25
19997.3,20038.78,19995,20019.01
20018.47,20047.31,20016.23,20032.41
20032.92,20038.65,19970.95,20022.34
20022.1,20026.22,19951,20000.33
20000.33,20028.51,19953.58,20018.52
20019.07,20033.37,20003.58,20010.57
20010.57,20043.94,19995.96,20032.38
20032.38,20085.14,20027.24,20071.8
20071.8,20098,20036.23,20041.53
20041.53,20059.04,20029.88,20038.55
20039.62,20089.73,20038.56,20076.33
20076.33,20084.69,20034.06,20053.17
20052.57,20102.16,20022.13,20064.63
20065.36,20080.89,20039.78,20053.75
20054.11,20076.3,20013.02,20018.06
20017.19,20027.49,19800,19833.34
19833.95,20043.61,19765.01,19988.36
19988.36,20037,19884.96,19916.48
19915.39,19950.46,19878.33,19927.55
19927.55,19945,19908.4,19922.92
19922.29,19938.92,19850.91,19915.24
19914.26,20029.81,19906.87,19989.29
19988.92,20011.36,19952.44,19959.82
19959.14,20015,19938.77,19963.04
19963.66,19967.08,19843.3,19906.42
19905.38,19915.54,19725,19810.95
19810.95,19862.46,19772.92,19857.91
19857.91,19877.18,19785.91,19814.63
19814.63,19879.44,19640.25,19725.46
19725.46,19759.86,19660,19746.54
19744.94,19762.9,19650,19696.41
19697.23,19746.59,19607.26,19632.42
19632.33,19719.85,19562.45,19678.26
19679.61,19708.28,19608.24,19635.8
19635.8,19730.53,19600,19715.73
19715.19,19745.43,19688.6,19725.87
19725.58,19744.68,19701.77,19734.64
19734.64,19753.95,19668.04,19722.36
19722.36,19724.14,19401.09,19462.34
19462.34,19540,19417.36,19463.67
19463.67,19482.38,19335.62,19378.6
19379.23,19452.07,19352.95,19446.88
19446.88,19531.71,19415.7,19464.62
19464.62,19468.02,19376.96,19416.18
19417.45,19479.3,19389.72,19474.22
19474.23,19518.17,19434.83,19458.2
19458.62,19499.95,19445.98,19450.58
19449.6,19475.9,19395.18,19447.69
19447.92,19479.21,18762,18803.28
18803.28,18857.85,18670,18765.15
18766.39,18834.06,18707.09,18779.72
18779.72,18820.79,18700,18776.93
18775.89,18879.08,18767.1,18805.53
18805.53,18833.01,18777.48,18813.88
18813.88,18831.31,18759.1,18786.18
18785.74,18798.22,18386,18459.71
18459.1,18579.63,18400.52,18428.03
18428.03,18510,18232.56,18475.08
18475.07,18509.51,18391.46,18420.79
18421.85,18497.4,18401.91,18468.74
18468.74,18524.06,18427.17,18477.79
18477.79,18490,18408.1,18416.63
18415.69,18439.49,18367.88,18411.04
18411.55,18473.77,18395.53,18463.09
18462.12,18587.45,18438.05,18553.25
18554.19,18786.9,18517.4,18777.36
18777.71,18800,18617.02,18626.09
18626.09,18733.26,18620.83,18684.87
18685.77,18763.37,18676.47,18686.28
18688.05,18865.3,18682.22,18818.93
18818.93,18852.94,18739.49,18753.62
18753.62,19180,18751.51,19107.19
19107.19,19331.5,19017.56,19269.86
19268.81,19433.48,19205,19303.37
19303.37,19346.59,19100,19171.26
19170.86,19207.57,19051,19080.49
19081.24,19200,19063.55,19117.91
19117.91,19231.27,19110.73,19207.61
19207.61,19219.17,19067.57,19081.15
19081.15,19094.6,18926.83,18964.59
18963.78,18997.14,18877,18908.97
18909.83,19166.13,18908.98,19159.54
19160.39,19397.87,19153.68,19293.77
19294.83,19560.35,19292.1,19514.8
19514.8,19596.39,19413.53,19499.27
19499.27,19645,19457.35,19518.93
19518.93,19686.2,19477.6,19531.51
19531.51,19612.26,19483.39,19518.49
19516.67,19559.33,19459.54,19477.48
19476.57,19680,19475.41,19603.17
19601.35,19638.35,19531.15,19557.04
19555.57,19588.34,19513.11,19537.02
19537.02,19634.62,19484.22,19503.53
19502.25,19523.87,19432.66,19516.89
19517.82,19521.82,19373.73,19436.84
19437.33,19486.06,19426.26,19465.42
19464.28,19476.74,19410.01,19473.85
19473.85,19487.85,19430.5,19468.03
19468.03,19473.98,19174.74,19206.8
19206.8,19420.37,19203.69,19364.19
19364.19,19368.07,19265.55,19280.38
19279.55,19336,19276.7,19331.5
19331.5,19429.1,19315.76,19396.23
19396.23,19433.37,19362,19372.87
19372.3,19378.21,19307,19353.85
19353.85,19403.98,19320.22,19379.89
19379.17,19589,19360.39,19477.18
19477.18,19485,19233.38,19357.93
19358.87,19389.99,19287.34,19383.59
19384.56,19424.29,19290.66,19304.35
19304.35,19331.69,19220.16,19274.57
19274.57,19318.65,19150,19229.99
19230.75,19274.8,19174.76,19270.51
19271.3,19320,19239.83,19309.83
19310.36,19326.35,19264.9,19288.02
19287.19,19344.99,19201.19,19219.49
19219.49,19230.38,19056.53,19071.86
19070.91,19155.85,19058,19124.94
19125.86,19137.11,18855.98,18886.81
18886.81,18995.22,18777,18921.37
18922.57,19022.07,18870.07,18993.2
18993.19,19113.92,18878.1,19069.58
19068.55,19179.82,19048.39,19083.11
19081.73,19269.17,18989.86,19238.1
19238.09,19319.28,19002.4,19019.72
19019.72,19148,18969.23,19101.99
19101.99,19112.11,18851.2,18948.86
18948.86,18950.54,18711.87,18766.83
18767.91,18962.96,18753.17,18911.67
18911.67,19014.93,18833,18974.22
18974.22,19103,18950.56,19050.27
19051.63,19087.64,18979.29,18993.33
18993.33,19077.66,18992.18,19000.38
19000.38,19015.61,18938.17,18972.2
18971.12,19053.86,18941.1,19042.52
19042.84,19093.45,18875.8,18875.8
18876.47,18944.41,18830,18933.66
18933.66,18968.52,18895.43,18960.6
18960.6,18968.96,18785.01,18872.18
18872.18,18909.55,18840.72,18875
18874.31,18958.35,18829.3,18938.67
18937.62,18950,18846.97,18933.62
18933.5,18966.94,18885.26,18897.74
18898.31,18956.07,18872.28,18886.04
18886.92,19024.19,18880.42,19011.98
19011.98,19060.26,19002.9,19013.91
19013.17,19029.99,18979.33,19019.55
19018.96,19029.99,18990,19021.17
19022.24,19033.41,18977.24,18990.73
18990.73,19017.66,18961.46,19003.35
19002.8,19069.14,18986.6,19059.35
19059.44,19135.57,18901,18923.1
18923.1,18992.92,18844.64,18846.83
18847.85,18921.77,18791.2,18876.75
18876.75,18942.77,18797.1,18927.66
18926.26,18973.44,18905.73,18947.82
18946.8,18952.48,18866.5,18868.41
18868.41,18906.66,18823.53,18870.51
18871.41,18886.34,18840.5,18875.68
18876.91,19029.72,18872.91,18997.66
18998.34,19028.64,18969.94,19001.39
19001.39,19154.96,18944.11,19103.65
19104.54,19132.23,19080.19,19110.93
19111.31,19205.93,19095.72,19165.93
19165.18,19184.59,19114.46,19180.97
19182.12,19282.8,19172.07,19247.78
19247.78,19309.85,19223.22,19277.17
19276.46,19339.41,19234.98,19271.55
19272.74,19475.73,19263.34,19462.74
19464.43,19477.77,19213.12,19253.29
19252.61,19278.77,19084.17,19184.12
19184.12,19311.12,19165.4,19191.17
19191.81,19278.11,19169.37,19264.67
19264.1,19366.52,19211.02,19235.21
19235.21,19306.87,19224.73,19296.71
19296.71,19897,19295.28,19867.93
19867.91,19956,18666,19060.46
19060.46,19791.67,18963.4,19636.01
19637.81,19699.99,19219.62,19264.47
19264.47,19265.73,18978.94,19001.03
19002.76,19072.72,18867.42,18906.84
18904.98,18975.71,18841.68,18926.26
18926.26,18926.27,18399,18496.2
18496.58,18567.9,18325,18466.87
18466.87,18500,18125.98,18355.39
18355.39,18496.1,18328.51,18488.93
18487.94,18593.3,18420.39,18523.14
18523.14,18556.77,18450.26,18461.36
18461.36,18548.55,18368.08,18475.26
18476.31,18524,18356.39,18389.22
18389.22,18473.18,18358.67,18461.77
18460.86,18526.55,18381.3,18513.44
18513.44,18559,18480.42,18510.31
18510.31,18770,18502.78,18744.02
18744.02,18777.47,18638.02,18768.92
18769.76,18789.04,18675.18,18690.39
18690.39,18808.34,18670.38,18675.41
18675.41,18726.13,18662.5,18705.42
18704.4,18718.59,18617.41,18632.46
18633.21,18730.83,18628.79,18669.21
18669.13,18879.98,18661.07,18837.62
18837.62,18838.79,18692.48,18767.74
18768.14,18882.74,18730.01,18864.39
18863.2,18969.87,18827.14,18934.29
18934.29,19129.1,18906.1,19125.98
19125.97,19285.12,19088.55,19203.01
19203.9,19235.55,19110,19175.43
19174.46,19204.37,19091.96,19179.81
19179.81,19225.47,19115.38,19202.45
19203.48,19243.77,19078.25,19149.56
19148.97,19170.29,19030.39,19043.61
19043.61,19272.06,19043.08,19229.81
19229.81,19278.87,19165.21,19190.43
19190.43,19317.66,19141,19203.61
19203.61,19221.26,19096.48,19113.66
19113.83,19176.98,18889.34,18903.67
18902.81,19073.5,18849.67,19023.56
19023.56,19060,18855.55,18880.22
18881.5,18958.32,18794.06,18946.68
18944.67,19026.58,18899.9,18986.89
18985.96,19013.67,18780.01,18948.19
18948.19,19095.4,18920.42,19042.07
19041.1,19074.64,18944.57,19069.68
19069.67,19118,19033,19068.84
19069.37,19089.4,18969.17,19038.65
19038.65,19218,19024.8,19193.35
19192.32,19299.99,19191.65,19274.94
19274.94,19499,19245.86,19311.19
19309.43,19360.33,19246.54,19254.84
19254.84,19308.73,19240.92,19248.48
19248.48,19288.26,19183.1,19185.78
19185.78,19234.89,19150,19175.2
19175.2,19399.27,19170.19,19377.05
19377.22,19437.85,19323.04,19397.56
19397.56,19550.17,19358.9,19408.43
19408.43,19453,19383.29,19401.63
19401.63,19467,19340,19371.89
19371.89,19385.7,19304.03,19307.46
19307.46,19381.6,19285,19315.8
19315.8,19365,19225.73,19355.3
19354.98,19363,19262.75,19279.31
19278.6,19335.6,19232,19295
19293.96,19429.54,19284.42,19409.2
19409.2,19449.74,19373.25,19394.62
19393.14,19445.5,19314.65,19416.13
19417.27,19500,19407.06,19412.62
19411.95,19465.11,19373.14,19415.49
19416.34,19426.79,19356.31,19357.39
19357.39,19417.99,19327.11,19333.05
19334.36,19375.94,19312.85,19330.36
19331.69,19335.49,19235.29,19299.05
19298.12,19306.76,19200,19223.27
19223.27,19273.52,19135,19143.1
19144.43,19195.27,19026,19069.34
19069.34,19148.1,19052.64,19131.68
19131.68,19137.64,18964.66,19083.78
19083.78,19121.15,19035.6,19085.36
19084.57,19115.89,18930,18964.41
18964.41,18994.9,18880,18948.83
18948.83,18955.47,18835,18862.72
18862.72,18956.98,18825,18924.87
18924.87,18935.58,18852.53,18896.74
18896.74,19077.02,18880.03,19023.61
19025,19042.17,18624.05,18641.04
18640.69,18689.11,18531.42,18688.29
18687.08,18749.02,18626.29,18674.45
18674.41,18796.06,18586,18768.82
18768.83,18855,18668.73,18711.86
18712.08,18737.57,18577.77,18580.74
18580.74,18788.42,18572.55,18765.54
18766.72,18852.28,18721.87,18728.97
18728.97,18781.54,18633.25,18770
18770,18834.42,18642.01,18729.43
18729.1,18753.49,18620.28,18635.02
18636.12,18772.68,18620.31,18703.15
18705.09,18829.71,18690.26,18807.57
18807.57,18956.85,18807.57,18922.07
18922.07,18936.54,18841,18852.17
18853.46,18905.9,18803,18857.67
18857.67,19044.02,18850.91,19010.43
19010.43,19188.52,18995.08,19174.52
19174.52,19341.09,19132.91,19333.18
19332.39,19406.73,19292.71,19345.1
19345.98,19396.84,19231.05,19289.91
19288.57,19316.14,19140.05,19187.44
19187.44,19228.86,19070.61,19146.12
19146.9,19223.51,19117.37,19127.27
19126.41,19169.3,19075.03,19118.23
19118.23,19179.05,19077,19171.31
19171.31,19195.54,19085.06,19126.91
19127.44,19150,19089,19108.06
19108.06,19139.63,19029.8,19121.92
19121.92,19153.73,19083.17,19147.68
19147.69,19189,19100,19164.33
19164.33,19173.9,19097.86,19099.02
19099.02,19170,19094.97,19136.04
19136.9,19164.25,19071.46,19095.15
19095.15,19142.1,19055.79,19078.19
19078.19,19084.27,18925.94,19003.15
19003.15,19025.07,18968.11,18997.14
18996.63,19003.53,18940.23,18971.54
18971.54,19086.41,18959.2,19081.53
19080.7,19119.75,18993.33,19012.33
19013.08,19050.01,18963.19,19025.51
19025.51,19069.01,19010.2,19056.11
19056.11,19057.05,18976.79,19038.11
19038.78,19094.85,19003.53,19070.69
19071.96,19097.39,19045.41,19051.63
19052.24,19091.66,19051.62,19072.74
19072.14,19200,19071.02,19154.29
19155.08,19225.92,19113.42,19134.24
19134.25,19177.61,19108.17,19119.75
19119.78,19140.17,19057.56,19118.22
19117.21,19135,19060.34,19085.36
19085.91,19114.77,19012.49,19050.42
19050.42,19127.56,19033,19124.14
19124.14,19195,19092.92,19137.42
19137.76,19138.6,19080.52,19093.86
19093.65,19173.12,19090.69,19119.7
19118.94,19123.05,19054.2,19085.65
19085.65,19098.79,19050.03,19083.84
19083.13,19136.87,19059.43,19128.11
19126.9,19129.97,19086.4,19093.61
19093.61,19135.95,19086.27,19103.3
19102.68,19118.53,19075.7,19095.97
19095.4,19150.81,19087.19,19141.08
19142.04,19149.54,18845.92,18972.96
18975.02,19019.85,18890.11,18950.78
18950.3,18951.48,18867.87,18908.3
18909.18,18951.56,18805.34,18886.34
18886.34,18933.33,18858.95,18909.16
18910.03,18954.11,18870.12,18920.5
18921.99,18984.78,18913.43,18952.56
18951.76,18977.88,18933.01,18963.13
18962.23,18965.24,18918.01,18955.03
18954.12,18995.76,18947.43,18976.44
18976.44,18982.7,18918.76,18949.87
18949.87,18973,18930.81,18948.89
18948.89,19039.69,18931.17,19020.7
19019.57,19062,19017.1,19053.67
19052.83,19070.1,19014.25,19031.82
19031.82,19032.61,19002.64,19008.91
19008.91,19037,18937.62,18956.15
18954.88,19012.58,18950.01,18992.75
18992.75,19067.62,18983.14,19026.48
19026.48,19038.33,19012.56,19024.31
19024.91,19132.21,19006.61,19096.43
19096.43,19109.81,19032.53,19098.09
19098.09,19123.57,19072.71,19088.65
19089.36,19106.23,19077,19083.33
19082.37,19092.69,19063.97,19071.79
19072.75,19082.67,19027.8,19041.88
19042.73,19066.3,18982,19059.2
19059.2,19103.59,19058.23,19069.47
19070.06,19110.65,19069.08,19101.02
19101.02,19180.21,19067,19117.94
19117.95,19144.23,19085.51,19092.65
19092.65,19114.67,19049,19087.88
19088.25,19089.19,18946.58,18956.58
18956.38,18982.89,18867.98,18934.88
18935.52,18939.42,18841.91,18886.08
18886.08,18958.3,18875.92,18916.39
18916.39,19009.98,18910.75,19003.2
19002.26,19010.06,18972.11,18988.74
18988.74,19123.27,18965.13,19044.35
19044.35,19068.83,18946.56,18972.58
18972.5,18978.75,18867.51,18919.42
18918.56,19036,18900.51,19004.01
19004.01,19013.34,18943.42,18980.51
18981.16,18985,18863,18933.16
